Bulan,Tahun,Jenis Produk,Varietas Hibrida,Volume Penjualan,Harga per Unit,Total Pendapatan Bruto,Total Pendapatan Netto,Indeks Permintaan Pasar,Biaya Transportasi,Varietas Benih,Kelas Benih,Kondisi Cuaca_Cerah,Kondisi Cuaca_Hujan,Jenis Pupuk_Jenis B,Jenis Pupuk_Jenis C,Pendapatan per Unit,Rasio Biaya Transportasi
6,2019,Sage 01,Hibrida B,0.4857142857142857,60000,0.47079964061096136,0.4686984805952859,48.56,43700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9692933777284498,92820.80152671757
6,2019,Sage 01,Hibrida C,0.4857142857142857,60000,0.47079964061096136,0.4640199616807022,41.19,54200,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9692933777284498,115123.2824427481
6,2019,Sage 02,Hibrida A,0.5142857142857142,58000,0.4690026954177897,0.46798556342734926,30.55,41300,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9119496855345912,88059.19540229886
6,2019,Sage 02,Hibrida B,0.4857142857142857,58000,0.4429469901168014,0.4385331729269705,44.8,49400,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9119496855345911,111525.76064908723
6,2019,Sage 02,Hibrida C,0.6000000000000001,58000,0.5471698113207547,0.543911241812592,39.75,44900,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.911949685534591,82058.62068965517
6,2019,Sage 03,Hibrida A,0.31428571428571433,62000,0.33153638814016173,0.3122577195562091,38.6,84800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.0548885077186962,255778.86178861788
6,2019,Sage 03,Hibrida B,0.7142857142857144,62000,0.7214734950584006,0.7058325535801808,37.78,69500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,1.0100628930817608,96330.63511830637
6,2019,Sage 03,Hibrida C,0.39999999999999997,62000,0.41509433962264153,0.3969611905716705,34.11,80700,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.037735849056604,194413.63636363635
7,2019,Sage 01,Hibrida A,0.5142857142857142,60000,0.4977538185085355,0.49801719912667647,49.78,37900,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9678546470999303,76142.05776173285
7,2019,Sage 01,Hibrida B,0.6571428571428573,60000,0.632524707996406,0.6238916365904736,37.2,55400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9625375991249655,87585.51136363637
7,2019,Sage 01,Hibrida C,0.5714285714285714,60000,0.5516621743036837,0.5571002094194182,41.48,25300,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9654088050314465,45861.4006514658
7,2019,Sage 02,Hibrida A,0.4857142857142857,58000,0.4429469901168014,0.43456757118032346,32.83,58300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345911,131618.4584178499
7,2019,Sage 02,Hibrida B,0.3714285714285714,58000,0.3387241689128482,0.33556119948313506,36.29,48500,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9119496855345913,143184.350132626
7,2019,Sage 02,Hibrida C,0.6000000000000001,58000,0.5471698113207547,0.5542485407476718,35.28,21700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.911949685534591,39658.620689655174
7,2019,Sage 03,Hibrida A,0.3714285714285714,62000,0.38724168912848156,0.38706946486655086,44.83,40900,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.042573778422835,105618.79350348028
7,2019,Sage 03,Hibrida B,0.14285714285714285,62000,0.16442048517520214,0.15220781535445355,30.95,72000,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.150943396226415,437901.63934426237
7,2019,Sage 03,Hibrida C,0.6000000000000001,62000,0.610062893081761,0.6110145702446197,46.2,34300,Jagung Hibrida,Benih Hibrida,False,True,False,False,1.0167714884696015,56223.71134020619
8,2019,Sage 01,Hibrida A,0.6000000000000001,60000,0.5786163522012578,0.5733190749899746,46.44,48900,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9643605870020963,84511.95652173914
8,2019,Sage 01,Hibrida B,0.5142857142857142,60000,0.4977538185085355,0.49431894131800563,48.53,46200,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9678546470999303,92816.96750902527
8,2019,Sage 01,Hibrida C,0.6571428571428573,60000,0.632524707996406,0.6259412734482912,39.25,50800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9625375991249655,80313.06818181819
8,2019,Sage 02,Hibrida A,0.42857142857142855,58000,0.3908355795148247,0.3891191017243684,40.0,44300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345911,113346.89655172416
8,2019,Sage 02,Hibrida B,0.4857142857142857,58000,0.4429469901168014,0.43626074945417276,37.38,54500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9119496855345911,123039.55375253552
8,2019,Sage 02,Hibrida C,0.45714285714285713,58000,0.41689128481581306,0.3977632223855991,42.83,82900,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9119496855345911,198852.80172413797
8,2019,Sage 03,Hibrida A,0.7428571428571429,62000,0.7493261455525607,0.7233435815176223,38.56,92200,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.0087082728592163,123043.88489208632
8,2019,Sage 03,Hibrida B,0.5142857142857142,62000,0.5265049415992812,0.5215434656685827,36.06,49100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,1.0237596086652692,93256.48464163824
8,2019,Sage 03,Hibrida C,0.2,62000,0.22012578616352196,0.20754801051552824,32.99,71800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,1.1006289308176098,326177.14285714296
9,2019,Sage 01,Hibrida A,0.8,60000,0.7672955974842767,0.7417011985919886,42.45,91000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9591194968553458,118598.36065573772
9,2019,Sage 01,Hibrida B,0.7428571428571429,60000,0.7133872416891284,0.6879650670587711,42.24,91600,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9603289791969035,128401.51133501262
9,2019,Sage 01,Hibrida C,0.6285714285714286,60000,0.605570530098832,0.6031279240743217,49.38,42000,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9634076615208691,69356.0830860534
9,2019,Sage 02,Hibrida A,0.08571428571428574,58000,0.07816711590296493,0.0728066657755202,33.69,58200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345905,744558.6206896554
9,2019,Sage 02,Hibrida B,0.9142857142857144,58000,0.8337825696316262,0.8051508265383416,49.33,96600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345911,115857.54310344828
9,2019,Sage 02,Hibrida C,0.4857142857142857,58000,0.4429469901168014,0.44708817894220915,37.19,30200,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9119496855345911,68179.71602434079
9,2019,Sage 03,Hibrida A,0.5714285714285714,62000,0.582210242587601,0.5559417190215212,36.88,95900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,1.0188679245283019,164717.12962962964
9,2019,Sage 03,Hibrida B,0.8857142857142857,62000,0.8885893980233602,0.8892304950318584,47.21,29900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.0032460945425035,33648.83720930233
9,2019,Sage 03,Hibrida C,0.5428571428571429,62000,0.5543575920934412,0.5405248852648934,46.67,68500,Jagung Hibrida,Benih Hibrida,True,False,False,False,1.0211850380668652,123566.45056726094
10,2019,Sage 01,Hibrida A,0.17142857142857143,60000,0.17430368373764593,0.177471817493205,37.5,37300,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,1.0167714884696013,213994.3298969073
10,2019,Sage 01,Hibrida B,0.17142857142857143,60000,0.17430368373764593,0.16548589760727178,37.62,64200,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0167714884696013,368322.6804123713
10,2019,Sage 01,Hibrida C,0.39999999999999997,60000,0.389937106918239,0.3888517577863922,46.14,42900,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9748427672955976,110017.74193548386
10,2019,Sage 02,Hibrida A,0.5714285714285714,58000,0.5211141060197664,0.49792808448068443,46.68,90100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345912,172898.7931034483
10,2019,Sage 02,Hibrida B,0.11428571428571427,58000,0.10422282120395326,0.08586196141335828,32.28,86900,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9119496855345912,833790.5172413795
10,2019,Sage 02,Hibrida C,0.8285714285714285,58000,0.7556154537286613,0.7576081629015727,46.67,29300,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9119496855345913,38776.33769322235
10,2019,Sage 03,Hibrida A,0.11428571428571427,62000,0.13656783468104217,0.12810230361359892,34.58,64100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.1949685534591192,469363.8157894739
10,2019,Sage 03,Hibrida B,0.5714285714285714,62000,0.582210242587601,0.5717595686851134,33.21,60400,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.0188679245283019,103742.5925925926
10,2019,Sage 03,Hibrida C,0.9428571428571428,62000,0.9442946990116802,0.9400258432473376,47.66,39900,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.0015246807699638,42253.75832540438
11,2019,Sage 01,Hibrida A,0.5714285714285714,60000,0.5516621743036837,0.538920821637036,47.74,66100,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9654088050314465,119819.70684039089
11,2019,Sage 01,Hibrida B,0.7428571428571429,60000,0.7133872416891284,0.7127834959675623,49.52,35900,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9603289791969035,50323.29974811084
11,2019,Sage 01,Hibrida C,0.9142857142857144,60000,0.8751123090745733,0.8772000178229291,45.96,26900,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9571540880503144,30738.911704312115
11,2019,Sage 02,Hibrida A,0.42857142857142855,58000,0.3908355795148247,0.38920821637036046,39.15,44100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345911,112835.17241379313
11,2019,Sage 02,Hibrida B,0.3428571428571429,58000,0.31266846361185985,0.31617876397986006,36.59,34000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345911,108741.37931034483
11,2019,Sage 02,Hibrida C,0.8,58000,0.7295597484276729,0.7289132468921267,43.53,35700,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9119496855345911,48933.620689655174
11,2019,Sage 03,Hibrida A,0.3428571428571429,62000,0.3593890386343216,0.36537004856748206,36.21,27600,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.0482180293501044,76797.00000000001
11,2019,Sage 03,Hibrida B,0.5714285714285714,62000,0.582210242587601,0.5740319921579111,40.9,55300,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.0188679245283019,94982.87037037038
11,2019,Sage 03,Hibrida C,0.39999999999999997,62000,0.41509433962264153,0.42093303034353696,36.22,26900,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.037735849056604,64804.54545454545
12,2019,Sage 01,Hibrida A,0.2285714285714286,60000,0.22821203953279423,0.2293810987835851,30.92,40800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9984276729559747,178781.10236220475
12,2019,Sage 01,Hibrida B,0.5142857142857142,60000,0.4977538185085355,0.5022501448112997,32.39,28400,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9678546470999303,57056.31768953068
12,2019,Sage 01,Hibrida C,0.39999999999999997,60000,0.389937106918239,0.3903667067682574,44.64,39500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9748427672955976,101298.38709677418
12,2019,Sage 02,Hibrida A,0.8285714285714285,58000,0.7556154537286613,0.7413001826850243,44.79,65900,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9119496855345913,87213.67419738405
12,2019,Sage 02,Hibrida B,0.2285714285714286,58000,0.20844564240790653,0.21137994029318724,33.98,37200,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.911949685534591,178463.7931034483
12,2019,Sage 02,Hibrida C,0.2571428571428572,58000,0.23450134770889486,0.21298400392104438,40.4,91600,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.911949685534591,390616.091954023
12,2019,Sage 03,Hibrida A,0.05714285714285716,62000,0.08086253369272234,0.08947110457603707,32.77,26800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.4150943396226405,331426.6666666668
12,2019,Sage 03,Hibrida B,0.5714285714285714,62000,0.582210242587601,0.5738092055429309,44.96,55800,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.0188679245283019,95841.66666666667
12,2019,Sage 03,Hibrida C,0.8857142857142857,62000,0.8885893980233602,0.884685648086263,48.38,40100,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0032460945425035,45127.70475227503
1,2020,Sage 01,Hibrida A,0.28571428571428575,60000,0.2821203953279424,0.2826270997638462,30.85,41300,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9874213836477983,146391.4012738854
1,2020,Sage 01,Hibrida B,0.5142857142857142,60000,0.4977538185085355,0.4976607405427082,44.9,38700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9678546470999303,77749.27797833935
1,2020,Sage 01,Hibrida C,0.9428571428571428,60000,0.9020664869721474,0.8730561867842979,49.26,96200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9567371831522776,106644.02390438245
1,2020,Sage 02,Hibrida A,0.11428571428571427,58000,0.10422282120395326,0.09887269972820034,31.6,57700,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9119496855345912,553621.551724138
1,2020,Sage 02,Hibrida B,0.2,58000,0.1823899371069182,0.19164104620594397,37.48,23500,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.911949685534591,128844.82758620693
1,2020,Sage 02,Hibrida C,0.6285714285714286,58000,0.573225516621743,0.5680613108764425,33.12,48700,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9119496855345912,84957.8369905956
1,2020,Sage 03,Hibrida A,0.6285714285714286,62000,0.6379155435759208,0.6414917791739072,36.54,27900,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0148656375071468,43736.1971830986
1,2020,Sage 03,Hibrida B,0.3428571428571429,62000,0.3593890386343216,0.34442810675934593,30.48,74600,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0482180293501044,207574.50000000003
1,2020,Sage 03,Hibrida C,0.3714285714285714,62000,0.38724168912848156,0.37490531568863344,46.05,68200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.042573778422835,176117.40139211138
2,2020,Sage 01,Hibrida A,0.05714285714285716,60000,0.0664869721473495,0.04446820835004234,30.05,95800,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.1635220125786159,1440883.783783784
2,2020,Sage 01,Hibrida B,0.2285714285714286,60000,0.22821203953279423,0.2198458316624337,33.64,62200,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9984276729559747,272553.5433070866
2,2020,Sage 01,Hibrida C,0.6285714285714286,60000,0.605570530098832,0.5972463574388451,32.81,55200,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9634076615208691,91153.70919881306
2,2020,Sage 02,Hibrida A,0.28571428571428575,58000,0.2605570530098832,0.25950184912890434,33.18,45200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.911949685534591,173474.4827586207
2,2020,Sage 02,Hibrida B,0.7428571428571429,58000,0.6774483378256962,0.6718798734572027,47.67,47700,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9119496855345911,70411.27320954908
2,2020,Sage 02,Hibrida C,0.7428571428571429,58000,0.6774483378256962,0.6742859688989886,45.77,42300,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9119496855345911,62440.18567639258
2,2020,Sage 03,Hibrida A,0.45714285714285713,62000,0.47079964061096136,0.47458004723076236,47.68,30500,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.029874213836478,64783.396946564884
2,2020,Sage 03,Hibrida B,0.7142857142857144,62000,0.7214734950584006,0.6993271844227598,45.64,84100,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0100628930817608,116566.99875467
2,2020,Sage 03,Hibrida C,0.42857142857142855,62000,0.4429469901168014,0.41897250813171144,38.4,93300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.0335429769392033,210634.6855983773
3,2020,Sage 01,Hibrida A,0.7714285714285716,60000,0.7403414195867025,0.7418794278839727,42.53,30600,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9597018402049846,41332.28155339806
3,2020,Sage 01,Hibrida B,0.8,60000,0.7672955974842767,0.745042997816691,49.67,83500,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9591194968553458,108823.77049180328
3,2020,Sage 01,Hibrida C,0.6285714285714286,60000,0.605570530098832,0.6004544846945596,39.61,48000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9634076615208691,79264.0949554896
3,2020,Sage 02,Hibrida A,0.3714285714285714,58000,0.3387241689128482,0.34166555273359184,47.27,34800,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9119496855345913,102738.46153846153
3,2020,Sage 02,Hibrida B,0.5714285714285714,58000,0.5211141060197664,0.5249298222162813,39.99,29500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345912,56609.48275862069
3,2020,Sage 02,Hibrida C,0.3714285714285714,58000,0.3387241689128482,0.3241545247961503,46.93,74100,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345913,218762.06896551722
3,2020,Sage 03,Hibrida A,0.7428571428571429,62000,0.7493261455525607,0.7259724635743885,37.75,86300,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0087082728592163,115170.14388489208
3,2020,Sage 03,Hibrida B,0.2,62000,0.22012578616352196,0.2304950318584859,32.06,20300,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,1.1006289308176098,92220.00000000001
3,2020,Sage 03,Hibrida C,0.6285714285714286,62000,0.6379155435759208,0.619079445706902,46.21,78200,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.0148656375071468,122586.7605633803
4,2020,Sage 01,Hibrida A,0.5142857142857142,60000,0.4977538185085355,0.48817003074455284,43.93,60000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9678546470999303,120541.51624548736
4,2020,Sage 01,Hibrida B,0.6571428571428573,60000,0.632524707996406,0.6352983112774584,47.04,29800,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9625375991249655,47112.784090909096
4,2020,Sage 01,Hibrida C,0.3714285714285714,60000,0.36298292902066487,0.3693356503141291,46.81,26700,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9772617319787132,73557.17821782178
4,2020,Sage 02,Hibrida A,0.7142857142857144,58000,0.651392632524708,0.6385064385331729,42.8,64600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9119496855345911,99172.13793103448
4,2020,Sage 02,Hibrida B,0.5714285714285714,58000,0.5211141060197664,0.5249298222162813,42.37,29500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345912,56609.48275862069
4,2020,Sage 02,Hibrida C,0.6857142857142857,58000,0.6253369272237197,0.6144454841153144,36.33,60600,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345912,96907.75862068965
4,2020,Sage 03,Hibrida A,0.2,62000,0.22012578616352196,0.22563828365191824,34.76,31200,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.1006289308176098,141737.1428571429
4,2020,Sage 03,Hibrida B,0.6571428571428573,62000,0.6657681940700809,0.658156217974424,49.26,52500,Jagung Hibrida,Benih Hibrida,True,False,False,False,1.0131255127153405,78856.27530364372
4,2020,Sage 03,Hibrida C,0.8571428571428572,62000,0.8607367475292004,0.8643229514770752,49.95,23800,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.0041928721174003,27650.73068893528
5,2020,Sage 01,Hibrida A,0.3714285714285714,60000,0.36298292902066487,0.33787818027892885,31.14,97300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9772617319787132,268056.68316831684
5,2020,Sage 01,Hibrida B,0.7428571428571429,60000,0.7133872416891284,0.7061890121641492,38.91,50700,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9603289791969035,71069.39546599497
5,2020,Sage 01,Hibrida C,0.42857142857142855,60000,0.41689128481581306,0.4145613331551041,44.61,45200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9727463312368971,108421.55172413794
5,2020,Sage 02,Hibrida A,0.4857142857142857,58000,0.4429469901168014,0.4511874526578444,35.93,21000,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9119496855345911,47409.73630831644
5,2020,Sage 02,Hibrida B,0.28571428571428575,58000,0.2605570530098832,0.2704629505859288,41.58,20600,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.911949685534591,79061.37931034483
5,2020,Sage 02,Hibrida C,0.5714285714285714,58000,0.5211141060197664,0.5005124092144544,40.58,84300,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345912,161768.7931034483
5,2020,Sage 03,Hibrida A,0.8571428571428572,62000,0.8607367475292004,0.8579512542886423,46.19,38100,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.0041928721174003,44264.405010438415
5,2020,Sage 03,Hibrida B,0.7428571428571429,62000,0.7493261455525607,0.7352403867575636,44.8,65500,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0087082728592163,87411.8705035971
5,2020,Sage 03,Hibrida C,0.14285714285714285,62000,0.16442048517520214,0.16116383727665645,34.26,51900,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.150943396226415,315654.0983606558
6,2020,Sage 01,Hibrida A,0.3714285714285714,60000,0.36298292902066487,0.3405070623356949,32.35,91400,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9772617319787132,251802.47524752477
6,2020,Sage 01,Hibrida B,0.39999999999999997,60000,0.389937106918239,0.39446598048389253,43.39,30300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9748427672955976,77704.83870967741
6,2020,Sage 01,Hibrida C,0.7714285714285716,60000,0.7403414195867025,0.7110903176937129,48.08,99700,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9597018402049846,134667.59708737864
6,2020,Sage 02,Hibrida A,0.3714285714285714,58000,0.3387241689128482,0.33230851490442453,39.59,55800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345913,164735.80901856764
6,2020,Sage 02,Hibrida B,0.02857142857142858,58000,0.026055705300988274,0.023169807957937882,31.7,53600,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345893,2057131.0344827622
6,2020,Sage 02,Hibrida C,0.02857142857142858,58000,0.026055705300988274,0.03814106848460547,30.93,20000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345893,767586.206896553
6,2020,Sage 03,Hibrida A,0.2,62000,0.22012578616352196,0.21530098471683828,39.0,54400,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.1006289308176098,247131.42857142864
6,2020,Sage 03,Hibrida B,0.7142857142857144,62000,0.7214734950584006,0.6940248629862318,39.95,96000,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.0100628930817608,133061.0211706102
6,2020,Sage 03,Hibrida C,0.6285714285714286,62000,0.6379155435759208,0.6150692866372589,49.08,87200,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.0148656375071468,136695.21126760566
7,2020,Sage 01,Hibrida A,0.3714285714285714,60000,0.36298292902066487,0.3491066256739295,36.27,72100,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9772617319787132,198631.9306930693
7,2020,Sage 01,Hibrida B,0.2285714285714286,60000,0.22821203953279423,0.20732522390054803,30.03,90300,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9984276729559747,395684.6456692914
7,2020,Sage 01,Hibrida C,0.6285714285714286,60000,0.605570530098832,0.5986276344517221,46.81,52100,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9634076615208691,86034.56973293769
7,2020,Sage 02,Hibrida A,0.2285714285714286,58000,0.20844564240790653,0.21882101323352493,40.93,20500,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.911949685534591,98346.98275862071
7,2020,Sage 02,Hibrida B,0.2571428571428572,58000,0.23450134770889486,0.22456890790001344,36.02,65600,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.911949685534591,279742.5287356322
7,2020,Sage 02,Hibrida C,0.7428571428571429,58000,0.6774483378256962,0.6681370583255357,44.2,56100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9119496855345911,82810.7427055703
7,2020,Sage 03,Hibrida A,0.3714285714285714,62000,0.38724168912848156,0.39446598048389253,46.75,24300,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.042573778422835,62751.508120649654
7,2020,Sage 03,Hibrida B,0.05714285714285716,62000,0.08086253369272234,0.06844004812190885,30.54,74000,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.4150943396226405,915133.3333333337
7,2020,Sage 03,Hibrida C,0.6285714285714286,62000,0.6379155435759208,0.6122176179655126,45.92,93600,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0148656375071468,146727.8873239437
8,2020,Sage 01,Hibrida A,0.5428571428571429,60000,0.5247079964061095,0.5274250323040592,45.92,31900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.966567361800728,60795.7191780822
8,2020,Sage 01,Hibrida B,0.5714285714285714,60000,0.5516621743036837,0.537584101947155,40.71,69100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9654088050314465,125257.81758957656
8,2020,Sage 01,Hibrida C,0.8,60000,0.7672955974842767,0.7544891502918505,44.4,62300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9591194968553458,81194.26229508198
8,2020,Sage 02,Hibrida A,0.4857142857142857,58000,0.4429469901168014,0.42280443790937045,44.33,84700,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345911,191219.2697768763
8,2020,Sage 02,Hibrida B,0.9142857142857144,58000,0.8337825696316262,0.8319297776589583,49.82,36500,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9119496855345911,43776.400862068964
8,2020,Sage 02,Hibrida C,0.8,58000,0.7295597484276729,0.730650982488972,43.67,31800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345911,43587.93103448276
8,2020,Sage 03,Hibrida A,0.7142857142857144,62000,0.7214734950584006,0.713719199750479,42.49,51800,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0100628930817608,71797.5093399751
8,2020,Sage 03,Hibrida B,0.5142857142857142,62000,0.5265049415992812,0.5117408546094551,46.74,71100,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.0237596086652692,135041.46757679182
8,2020,Sage 03,Hibrida C,0.9142857142857144,62000,0.9164420485175201,0.911954729759836,46.4,40900,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0023584905660374,44629.11764705883
9,2020,Sage 01,Hibrida A,0.2,60000,0.20125786163522008,0.1974780555184245,36.69,52400,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0062893081761004,260362.50000000006
9,2020,Sage 01,Hibrida B,0.6571428571428573,60000,0.632524707996406,0.6064697232990242,38.57,94500,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9625375991249655,149401.27840909094
